id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,Blonde,121.29.4.35,,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,Wavy,121.29.4.35,,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,1110 Seventh Street,b4:cb:7d:c1:3:df,Emory University,,"{'address': '18 Pine Street', 'city': 'Columbus', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '70773', 'coordinates': {'lat': 17.128563, 'lng': 136.533697}, 'country': 'United States'}",189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,San Diego,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,Ohio,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,OH,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,34379,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,"{'lat': -85.385955, 'lng': -49.11738}",b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,United States,b4:cb:7d:c1:3:df,Emory University,,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,,b4:cb:7d:c1:3:df,Emory University,01/25,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
77,Jonathan,Pierce,,33,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,,121.29.4.35,,b4:cb:7d:c1:3:df,Emory University,5823091810751272,,189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
