id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,Green,155.98.15.162,,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,Curly,155.98.15.162,,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,907 Seventh Street,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,"{'address': '947 Main Street', 'city': 'Denver', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '71896', 'coordinates': {'lat': -24.654063, 'lng': -147.255268}, 'country': 'United States'}",576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,Columbus,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,Arkansas,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,AR,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,78805,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,"{'lat': -64.846516, 'lng': 174.775744}",40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,United States,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
18,Logan,Torres,,31,male,logan.torres@x.dummyjson.com,+81 507-434-8733,logant,logantpass,1993-10-26,https://dummyjson.com/icon/logant/128,A+,190.04,72.43,Green,,155.98.15.162,,40:d:5c:1:7d:bf,University of Illinois--Urbana-Champaign,05/26,,576-218,806-639-934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",,user
