id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,White,224.126.22.183,,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,Straight,224.126.22.183,,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,607 Fourth Street,32:b9:7e:8d:f5:e8,Northeastern University,,"{'address': '1460 Sixth Street', 'city': 'San Antonio', 'state': 'Idaho', 'stateCode': 'ID', 'postalCode': '21965', 'coordinates': {'lat': 44.346545, 'lng': -26.944701}, 'country': 'United States'}",403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,Jacksonville,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,Colorado,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,CO,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,26593,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,"{'lat': 0.505589, 'lng': -157.43281}",32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,United States,32:b9:7e:8d:f5:e8,Northeastern University,,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
5,Emma,Miller,Johnson,30,female,emma.miller@x.dummyjson.com,+91 759-776-1614,emmaj,emmajpass,1994-6-13,https://dummyjson.com/icon/emmaj/128,AB-,192.8,63.62,Green,,224.126.22.183,,32:b9:7e:8d:f5:e8,Northeastern University,03/26,,403-505,526-210-885,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,admin
