id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,Purple,53.230.49.216,,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,Wavy,53.230.49.216,,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,565 First Street,25:d5:d5:70:83:6f,Duke University,,"{'address': '667 Lincoln Street', 'city': 'Austin', 'state': 'Illinois', 'stateCode': 'IL', 'postalCode': '55637', 'coordinates': {'lat': 79.606845, 'lng': -62.456495}, 'country': 'United States'}",552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,Fort Worth,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,Iowa,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,IA,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,33623,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,"{'lat': 37.071505, 'lng': 6.844804}",25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,United States,25:d5:d5:70:83:6f,Duke University,,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
93,Julian,Newton,,34,male,julian.newton@x.dummyjson.com,+92 865-328-8737,juliann,juliannpass,1990-7-2,https://dummyjson.com/icon/juliann/128,AB-,162.55,50.79,Amber,,53.230.49.216,,25:d5:d5:70:83:6f,Duke University,03/26,,552-547,284-606-799,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",,user
