id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,Black,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,Wavy,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,1506 Jefferson Street,d0:d0:f:51:4d:7b,University of Rochester,,"{'address': '840 Madison Street', 'city': 'San Jose', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '23467', 'coordinates': {'lat': -79.628771, 'lng': -130.055293}, 'country': 'United States'}",399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,Austin,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,Alaska,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,AK,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,20118,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,"{'lat': -30.25137, 'lng': 124.764848}",d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,United States,d0:d0:f:51:4d:7b,University of Rochester,,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,01/28,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,3634000039515767,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,RuPay,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,INR,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,O4SRDQSMXQ306AYNEQ1X204O,,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,,Services,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,,Grady LLC,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
56,Samantha,Howard,,30,female,samantha.howard@x.dummyjson.com,+91 458-289-9756,samanthah,samanthahpass,1994-6-17,https://dummyjson.com/icon/samanthah/128,O-,183.61,81.47,Green,,60.137.253.102,,d0:d0:f:51:4d:7b,University of Rochester,,Sales Manager,399-186,395-645-824,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
