id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,Purple,11.72.253.90,,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,Wavy,11.72.253.90,,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,1627 Sixth Street,53:d7:a4:6:1e:58,William & Mary,,"{'address': '1039 Washington Street', 'city': 'Philadelphia', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '57518', 'coordinates': {'lat': 85.455933, 'lng': 164.246103}, 'country': 'United States'}",754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,Jacksonville,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,West Virginia,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,WV,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,41810,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,"{'lat': 24.857497, 'lng': -34.865429}",53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,United States,53:d7:a4:6:1e:58,William & Mary,,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
12,Mia,Rodriguez,,24,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,miar,miarpass,2000-8-4,https://dummyjson.com/icon/miar/128,O-,188.08,56.03,Blue,,11.72.253.90,,53:d7:a4:6:1e:58,William & Mary,05/26,,754-660,749-524-124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,moderator
