id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,Green,131.217.4.214,,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,Curly,131.217.4.214,,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,1125 First Street,b3:ff:f3:c5:37:46,Harvard University,,"{'address': '183 Maple Street', 'city': 'New York', 'state': 'Rhode Island', 'stateCode': 'RI', 'postalCode': '45238', 'coordinates': {'lat': -53.318189, 'lng': 105.835271}, 'country': 'United States'}",348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,Columbus,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,Iowa,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,IA,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,30973,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,"{'lat': 12.789127, 'lng': 85.792598}",b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,United States,b3:ff:f3:c5:37:46,Harvard University,,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
16,Avery,Perez,,25,female,avery.perez@x.dummyjson.com,+61 731-431-3457,averyp,averyppass,1999-3-10,https://dummyjson.com/icon/averyp/128,O-,172.68,93.9,Brown,,131.217.4.214,,b3:ff:f3:c5:37:46,Harvard University,04/27,,348-493,679-523-686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",,user
