id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,Green,167.22.242.229,,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,Straight,167.22.242.229,,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,14 Main Street,28:73:d7:7d:f4:6d,University of Chicago,,"{'address': '1641 Elm Street', 'city': 'Jacksonville', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '78736', 'coordinates': {'lat': 21.796335, 'lng': 103.789754}, 'country': 'United States'}",646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,Phoenix,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,Idaho,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,ID,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,82481,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,"{'lat': -38.914334, 'lng': 171.16941}",28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,United States,28:73:d7:7d:f4:6d,University of Chicago,,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
61,Mason,Pearson,,28,male,mason.pearson@x.dummyjson.com,+1 394-401-1757,masonpx,masonpxpass,1996-5-9,https://dummyjson.com/icon/masonpx/128,A+,198.74,60.14,Gray,,167.22.242.229,,28:73:d7:7d:f4:6d,University of Chicago,01/26,,646-797,301-490-975,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",,user
