id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,Green,161.244.58.227,,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,Wavy,161.244.58.227,,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,1140 Adams Street,34:95:bd:59:f4:39,Boston University,,"{'address': '164 Fifth Street', 'city': 'Indianapolis', 'state': 'New York', 'stateCode': 'NY', 'postalCode': '27958', 'coordinates': {'lat': 89.270633, 'lng': -72.618747}, 'country': 'United States'}",477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,Dallas,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,Minnesota,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,MN,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,29004,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,"{'lat': 83.417744, 'lng': -7.933044}",34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,United States,34:95:bd:59:f4:39,Boston University,,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,01/29,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,9694556473609201,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,BC Card,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,GBP,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,UMG0AGFGNEZAY6DC45KS9ENB,,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,,Product Management,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
96,Aurora,Lawson,,26,female,aurora.lawson@x.dummyjson.com,+92 802-452-4192,auroral,auroralpass,1998-6-16,https://dummyjson.com/icon/auroral/128,O+,174.28,88.18,Violet,,161.244.58.227,,34:95:bd:59:f4:39,Boston University,,Hudson - Marquardt,477-337,191-532-292,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
